"vcIDProd";"vcCodigoBarras";"vcPLU";"vcTipoProducto";"intIdUnidMed";"intIDMarca";"vcDescProd";"vcNombCorto";"dteFecUltCompra";"dteFecUltVenta";"dteFechAlta";"vcOperacion";"dteFechaOperacion"
"7502010794687       ";"7502010794687";"";"1.1.13.5";"1";"1";"Cuchara Comida 25pz";"";"2017-10-05 12:43:18";"2018-04-07 20:06:45";"2012-10-02 18:31:29";"C";"2018-04-07 20:06:45"
"7502012640654       ";"7502012640654";"";"1.1.22";"2";"1";"VELADORA SEMANAL FELIPE";"";"2017-12-20 10:50:06";"2018-01-19 15:56:29";"2012-10-29 19:20:15";"C";"2018-01-19 15:56:29"
"7502012640739       ";"7502012640739";"";"1.999";"1";"1";"VELADORA SAN FEL 1/2";"";"2018-03-20 21:05:39";"2018-04-08 21:24:24";"2012-12-18 19:41:32";"C";"2018-04-08 21:24:24"
"75020446            ";"75020446";"";"1.10.3";"9";"620";"Don Pedro 200ml";"";"2018-03-02 19:13:50";"2018-03-31 19:54:59";"2012-05-25 10:30:03";"C";"2018-03-31 19:54:59"
"75020613            702";"75020613";"702";"1.1.20.6";"2";"330";"Danonino rojo chico-702-";"";"2018-04-04 12:04:25";"2018-04-08 21:14:29";"2012-05-25 10:30:03";"C";"2018-04-08 21:14:29"
"75021597            ";"75021597";"";"1.1.16.1";"2";"1";"Marlboro rujo 100 10/1";"";"2018-04-06 12:31:04";"2018-04-08 10:21:55";"2013-08-02 22:35:29";"C";"2018-04-08 10:21:55"
"7502208800077       ";"7502208800077";"";"1.1.13.4";"3";"948";"Vaso Reyma No.8 50pz";"";"2018-02-06 14:47:01";"2018-02-17 13:33:43";"2012-05-25 10:30:03";"C";"2018-02-17 13:33:43"
"7502208805171       ";"7502208805171";"";"1.1.13.4";"2";"1";"Plato tres divisiones -654-";"";"2018-04-05 16:15:52";"2018-04-07 13:52:48";"2016-12-31 18:28:00";"C";"2018-04-07 13:52:48"
"7502208805218       ";"7502208805218";"";"1.1.13.4";"3";"948";"plato pozolero ph8 reyma";"";"2016-10-22 20:29:33";"2018-04-03 17:52:04";"2015-02-11 00:10:02";"C";"2018-04-03 17:52:04"
"7502209310179       ";"7502209310179";"";"1.1.13.4";"3";"1";"plato pastelero cualquiera";"";"2018-03-23 14:46:59";"2018-04-08 20:26:22";"2012-10-21 20:38:25";"C";"2018-04-08 20:26:22"
"7502213340094       ";"7502213340094";"";"1.10.2";"9";"1";"Huasteco 960ml";"";"2018-04-03 19:19:49";"2018-04-08 15:27:35";"2012-09-22 18:57:27";"C";"2018-04-08 15:27:35"
"7502213340100       ";"7502213340100";"";"1.10.2";"9";"1";"Huasteco   440ml";"";"2018-04-08 20:42:45";"2018-04-08 20:00:52";"2012-09-18 18:46:15";"C";"2018-04-08 21:18:38"
"7502213349790       ";"7502213349790";"";"1.999";"1";"1";"el compadre 750ml tequila";"";"2018-04-01 15:27:27";"2018-03-29 18:03:05";"2018-03-20 00:10:34";"C";"2018-04-01 17:10:31"
"7502223772250       ";"7502223772250";"";"1.999";"1";"1";"Capullo 840ml aceite";"";"2018-02-10 20:42:09";"2018-04-08 18:21:53";"2016-11-07 00:48:15";"C";"2018-04-08 18:21:53"
"7502223775008       ";"7502223775008";"";"1.9.1.4";"9";"1258";"Jarabe Maíz Karo Maple 250ml";"";"2015-11-27 17:12:13";"2018-03-21 09:50:58";"2012-05-25 10:30:03";"C";"2018-03-21 09:50:58"
"7502226813370       ";"7502226813370";"";"1.999";"1";"1";"Skittles original 24g";"";"2017-09-01 13:12:53";"2018-01-24 13:31:16";"2014-01-18 16:30:30";"C";"2018-01-24 13:31:16"
"7502226813400       ";"7502226813400";"";"1.999";"1";"1";"Skittles moras 24g";"";"2017-09-01 13:12:53";"2018-01-11 09:27:54";"2014-01-18 16:29:55";"C";"2018-01-11 09:27:54"
"7502226814995       ";"7502226814995";"";"1.19.10";"2";"429";"Muecas mango 24gr";"";"2017-10-04 11:44:26";"2018-03-31 20:11:21";"2015-10-03 12:48:39";"C";"2018-03-31 20:11:21"
"7502226815022       ";"7502226815022";"";"1.19.10";"2";"429";"Muecas chamoy 24gr";"";"2018-03-19 21:23:19";"2018-04-02 19:35:54";"2015-10-03 12:46:56";"C";"2018-04-02 19:35:54"
"7502226815053       ";"7502226815053";"";"1.19.10";"2";"429";"lucas muecas cereza";"";"2018-02-10 20:42:09";"2018-04-07 16:14:00";"2016-01-07 18:57:30";"C";"2018-04-07 16:14:00"
"7502226815084       ";"7502226815084";"";"1.19.10";"2";"1";"Lucas muecas sandia 10g";"";"2018-03-19 21:23:19";"2018-04-03 20:14:11";"2015-12-30 23:56:10";"C";"2018-04-03 20:14:11"
"7502226815114       ";"7502226815114";"";"1.19.10";"2";"1";"Lucas de pepino 24g";"";"2018-03-25 11:21:10";"2018-03-31 20:05:11";"2016-08-20 14:15:51";"C";"2018-03-31 20:05:11"
"7502226815145       ";"7502226815145";"";"1.19.10";"2";"1";"Lucas Panzon30g";"";"2017-12-23 14:47:55";"2018-04-07 10:50:41";"2015-12-30 23:55:12";"C";"2018-04-07 10:50:41"
"7502230945517       ";"7502230945517";"";"1.19.2";"2";"1";"nikolo";"";"2017-12-12 12:42:06";"2018-03-01 18:26:00";"2013-01-25 19:28:40";"C";"2018-03-01 18:26:00"
"7502246140074       ";"7502246140074";"";"1.999";"1";"1";"cuchara grande sopera";"";;"2018-03-01 18:41:33";"2013-12-31 22:16:23";"C";"2018-03-01 18:41:33"
"7502247080454       ";"7502247080454";"";"1.10.16";"2";"1";"Grand Douglas whisky-citric 473 ml";"";"2018-01-11 15:35:34";"2018-01-10 10:20:55";"2017-11-28 12:10:55";"C";"2018-01-11 16:22:09"
"75026196            ";"75026196";"";"1.1.20.4";"2";"330";"Dany Uva 125g";"";"2018-04-04 12:04:25";"2018-04-08 19:03:58";"2012-05-25 10:30:03";"C";"2018-04-08 19:03:58"
"75027278            ";"75027278";"";"1.15.2.3";"9";"1479";"Modelo Especial 355ml";"";"2018-01-22 13:20:16";"2018-04-08 15:46:49";"2012-05-25 10:30:03";"C";"2018-04-08 15:46:49"
"75027285            ";"75027285";"";"1.15.2.3";"9";"1486";"Negra Modelo 355ml";"";"2018-03-08 15:20:35";"2018-04-08 15:06:23";"2012-05-25 10:30:03";"C";"2018-04-08 15:06:23"
"75027667            ";"75027667";"";"1.1.16.1";"7";"701";"Pall Mall XL Menthol 20p";"";"2018-04-01 10:48:58";"2018-04-08 21:22:56";"2012-05-25 10:30:03";"C";"2018-04-08 21:22:56"
"7503001453187       ";"7503001453187";"";"1.1.5.1";"1";"1177";"CAFÉ VAINILLA OLE";"";"2018-04-03 11:14:24";"2018-03-28 10:55:12";"2012-05-25 10:30:03";"C";"2018-04-03 11:17:01"
"7503001453194       ";"7503001453194";"";"1.1.5.1";"1";"1177";"CAFÉ CAPUCCINO OLE";"";"2018-03-30 11:32:22";"2018-04-01 20:55:11";"2012-05-25 10:30:03";"C";"2018-04-01 20:55:11"
"7503001453200       ";"7503001453200";"";"1.1.5.1";"1";"1177";"CAFÉ MOKA OLE";"";"2018-04-03 11:14:24";"2018-03-31 20:02:10";"2012-05-25 10:30:03";"C";"2018-04-03 11:17:01"
"7503001506876       ";"7503001506876";"";"1.10.14";"9";"1";"RANCHO 750ML.";"";"2018-04-01 15:27:27";"2018-04-08 21:12:02";"2012-09-21 11:58:39";"C";"2018-04-08 21:12:02"
"7503001839035       ";"7503001839035";"";"1.1.10.1";"2";"598";"Sal fragata de grano 1kg";"";"2018-02-27 14:42:26";"2018-04-01 11:36:51";"2018-02-27 14:48:54";"C";"2018-04-01 11:36:51"
"7503002163023       ";"7503002163023";"";"1.1.21.4";"1";"1";"gel xtreme 250g";"";"2018-01-25 14:47:21";"2018-04-05 20:24:33";"2012-09-18 22:22:49";"C";"2018-04-05 20:24:33"
"7503002163054       ";"7503002163054";"";"1.999";"1";"1";"Gel de Sobre";"";"2016-03-12 20:58:27";"2018-03-19 09:47:11";"2012-10-06 13:23:36";"C";"2018-03-19 09:47:11"
"7503002190012       ";"7503002190012";"";"1.1.25";"2";"1";"Aceite oliva navarra45ml";"";"2018-01-05 17:31:48";"2018-04-07 12:49:13";"2012-09-28 19:01:21";"C";"2018-04-07 12:49:13"
"7503002190081       ";"7503002190081";"";"1.999";"1";"1";"saborizante vainilla 45ml";"";"2018-02-21 19:23:09";"2018-03-31 16:30:53";"2012-09-28 19:02:45";"C";"2018-03-31 16:30:53"
"7503002319529       ";"7503002319529";"";"1.1.26.5";"9";"1089";"Vanish Quita Manchas 925ml";"";"2018-03-04 14:01:24";"2018-02-01 12:43:44";"2012-05-25 10:30:03";"C";"2018-03-04 15:29:49"
"7503003924036       ";"7503003924036";"";"1.1.22";"2";"1148";"Veladora PAPEL 1/40 GR SAN JUAN";"";"2018-03-04 14:01:24";"2018-04-04 20:11:06";"2012-09-24 21:46:21";"C";"2018-04-04 20:11:06"
"7503003924067       ";"7503003924067";"";"1.999";"1";"1";"Veladora San Juan papel chica";"";"2018-01-21 16:11:16";"2018-04-07 18:38:51";"2012-09-17 19:48:32";"C";"2018-04-07 18:38:51"
"7503003924111       ";"7503003924111";"";"1.1.22";"2";"1148";"Veladora 3 dias San Juan";"";"2018-02-10 20:42:09";"2018-03-29 18:52:20";"2012-09-22 15:20:28";"C";"2018-03-29 18:52:20"
"7503003924159       ";"7503003924159";"";"1.1.22";"2";"1";"Veladira san juan eco 12pz";"";"2018-04-08 20:42:45";"2018-04-05 21:26:21";"2012-09-22 20:23:19";"C";"2018-04-08 21:18:41"
"7503003924197       ";"7503003924197";"";"1.1.22";"2";"1";"veladora CARACOL san juan";"";"2017-09-02 20:51:16";"2018-03-29 19:24:01";"2012-10-03 18:54:18";"C";"2018-03-29 19:24:01"
"7503003924357       ";"7503003924357";"";"1.1.22";"2";"1";"Limonero san juan comercia";"";"2018-03-31 11:29:21";"2018-04-08 10:45:37";"2013-08-31 22:11:25";"C";"2018-04-08 10:45:37"
"7503005027117       ";"7503005027117";"";"1.999";"1";"1";"El charro tostada 280g";"";"2017-12-30 15:13:09";"2018-01-13 20:43:26";"2017-12-22 00:21:11";"C";"2018-01-13 20:43:26"
"7503006897016       ";"7503006897016";"";"1.1.18.14";"2";"1";"Red Cola a  600ml";"";"2018-04-06 12:49:10";"2018-04-08 17:59:18";"2012-09-18 15:07:54";"C";"2018-04-08 17:59:18"
"7503006897030       ";"7503006897030";"";"1.1.18.14";"9";"1";"Red cola 2 litros";"";"2018-04-06 12:49:10";"2018-04-08 18:11:28";"2012-09-20 18:29:38";"C";"2018-04-08 18:11:28"
"7503006897191       ";"7503006897191";"";"1.1.18.14";"2";"917";"JArrito manzana 500ml";"";"2018-03-24 15:51:10";"2018-04-01 16:00:33";"2012-09-27 17:41:29";"C";"2018-04-01 16:00:33"
"7503006897214       ";"7503006897214";"";"1.1.18.14";"9";"917";"jarritos manzana 2 L";"";"2018-04-06 12:49:10";"2018-04-07 21:08:42";"2012-09-20 18:21:05";"C";"2018-04-07 21:08:42"
"7503006897597       ";"7503006897597";"";"1.1.18.14";"2";"917";"Jarrito uva 2L";"";"2018-04-06 12:49:10";"2018-04-08 13:42:04";"2016-10-07 13:22:58";"C";"2018-04-08 13:42:04"
"7503006897603       ";"7503006897603";"";"1.1.18.14";"2";"917";"Jarrito uva 600ml";"";"2018-03-29 15:19:04";"2018-04-08 16:29:44";"2016-10-17 14:12:30";"C";"2018-04-08 16:29:44"
"7503007479112       ";"7503007479112";"";"1.999";"1";"1";"vino uruapan 940 ml";"";"2018-01-27 16:12:00";"2018-03-27 15:10:55";"2012-10-04 22:39:36";"C";"2018-03-27 15:10:55"
"7503007479167       ";"7503007479167";"";"1.10.2";"9";"1";"Uruapan 350ml";"";"2018-03-20 21:05:39";"2018-02-07 15:36:55";"2012-09-26 12:22:31";"C";"2018-03-20 21:44:15"
"7503009023016       ";"7503009023016";"";"1.1.25";"2";"1";"Aceite mixto olivo LS 45ml";"";"2018-03-16 15:08:15";"2018-04-08 15:19:29";"2018-03-16 15:35:29";"C";"2018-04-08 15:19:29"
"7503009023092       ";"7503009023092";"";"1.1.8.0";"2";"1";"vainilla ls 45g";"";"2018-04-06 20:13:24";"2018-04-07 19:12:24";"2015-06-07 01:10:58";"C";"2018-04-07 19:12:24"
"7503010264002       ";"7503010264002";"";"1.18";"1";"1";"Canela jet";"";"2017-11-19 13:44:55";"2018-01-17 20:21:14";"2012-10-07 21:40:58";"C";"2018-01-17 20:21:14"
"7503018985152       ";"7503018985152";"";"1.1.20.10";"2";"1";"Chipilo queso am. 144g";"";"2018-02-03 12:41:49";"2018-03-01 18:47:31";"2015-06-20 11:39:39";"C";"2018-03-01 18:47:31"
"7503018985695       ";"7503018985695";"";"1.1.18.2";"2";"1";"Bonafina Naranja 900ml";"";"2018-04-07 12:51:31";"2018-04-08 18:29:41";"2016-04-02 12:02:24";"C";"2018-04-08 18:29:41"
"7503018985893       ";"7503018985893";"";"1.1.18.2";"2";"1";"Bonafina 600ml";"";"2018-04-07 12:51:31";"2018-04-08 13:56:04";"2016-12-31 11:11:32";"C";"2018-04-08 13:56:04"
"7503018985909       ";"7503018985909";"";"1.1.18.2";"2";"1";"Bonafina naranja 1.87L";"";"2018-03-24 12:47:13";"2018-04-01 16:32:10";"2017-01-21 11:42:24";"C";"2018-04-01 16:32:10"
"7503018985947       ";"7503018985947";"";"1.1.20.10";"2";"1";"Q. manchego chipilo 144g";"";"2018-01-13 11:58:56";"2018-02-24 19:40:23";"2018-01-13 12:05:46";"C";"2018-02-24 19:40:23"
"7503023578196       ";"7503023578196";"";"1.10.3";"2";"621";"Presidente clasico 500ml..";"";"2018-03-14 15:50:35";"2018-04-06 21:31:47";"2018-02-14 14:50:50";"C";"2018-04-06 21:31:47"
"7503023578295       ";"7503023578295";"";"1.10.3";"2";"620";"Don Pedro 200ml...";"";"2018-02-04 13:49:25";"2018-04-08 13:22:10";"2018-02-04 15:50:51";"C";"2018-04-08 13:22:10"
"7503023578301       ";"7503023578301";"";"1.10.3";"2";"621";"Presidente clasico 200ml..";"";"2018-04-07 12:23:36";"2018-04-07 21:21:00";"2018-04-07 13:31:55";"C";"2018-04-07 21:21:00"
"7503023907064       ";"7503023907064";"";"1.1.20.18";"2";"1";"Shak bona-chocolate 237ml";"";"2018-03-10 12:58:39";"2018-03-13 21:19:17";"2018-02-03 12:49:34";"C";"2018-03-13 21:19:17"
"7503023959001       ";"7503023959001";"";"1.1.16.1";"2";"697";"Camel filters 20""s";"";"2018-04-03 14:22:19";"2018-04-07 16:32:15";"2017-11-25 15:11:03";"C";"2018-04-07 16:32:15"
"75030575            ";"75030575";"";"1.15.2.3";"9";"1487";"Barrilito  cerveza 325ml";"";"2018-03-19 15:28:55";"2018-04-07 15:20:14";"2012-05-25 10:30:03";"C";"2018-04-07 15:20:14"
"75030728            ";"75030728";"";"1.1.16.1";"2";"1";"Marlboro velvet fusion blast";"";"2018-04-01 10:48:58";"2018-04-06 21:11:25";"2012-09-19 21:13:51";"C";"2018-04-06 21:11:25"
"75031053            ";"75031053";"";"1.999";"1";"1";"Marlboro icexpress";"";"2018-03-07 10:48:19";"2018-03-29 17:38:12";"2012-09-19 21:17:58";"C";"2018-03-29 17:38:12"
"75034665            ";"75034665";"";"1.1.16.1";"7";"701";"Pall Mall XL Fresh 20´s";"";"2018-03-31 11:29:21";"2018-04-08 19:26:01";"2012-05-25 10:30:03";"C";"2018-04-08 19:26:01"
"75035242            ";"75035242";"";"1.15.2.2";"1";"1";"Barrilito 444ml";"";"2018-03-29 18:06:08";"2018-04-08 19:15:49";"2012-09-23 14:19:37";"C";"2018-04-08 19:15:49"
"75036409            ";"75036409";"";"1.1.20.4";"2";"330";"danette vainilla 100g";"";"2016-03-05 12:35:19";"2018-01-27 20:47:25";"2012-10-27 19:38:58";"C";"2018-01-27 20:47:25"
"75036553            ";"75036553";"";"1.999";"1";"1";"Cerillos La Central 50pzs";"";"2016-12-27 13:02:14";"2018-02-27 15:03:10";"2012-09-19 18:51:35";"C";"2018-02-27 15:03:10"
"75038021            912";"75038021";"912";"1.19.1";"2";"1";"triden 4 cualqier sabor -912-";"";"2018-04-06 20:13:24";"2018-04-08 21:00:24";"2012-11-24 19:42:12";"C";"2018-04-08 21:00:24"
"75038489            ";"75038489";"";"1.999";"1";"1";"Paleta de Manita dulce";"";"2018-02-26 15:25:46";"2018-04-07 18:29:48";"2012-09-28 17:52:53";"C";"2018-04-07 18:29:48"
"75038519            ";"75038519";"";"1.19.9";"2";"1";"chupadedo vero";"";"2018-04-08 20:42:45";"2018-04-06 17:36:51";"2014-07-25 23:47:26";"C";"2018-04-08 21:18:39"
"7504016453131       ";"7504016453131";"";"1.1.13.5";"2";"1";"Tenedor Cometa 50 pz";"";"2017-02-15 21:15:45";"2018-03-20 20:46:24";"2017-02-15 21:30:52";"C";"2018-03-20 20:46:24"
"75040772            ";"75040772";"";"1.19.6";"2";"542";"ALKA MIEL 10.6 g";"";"2017-12-01 12:58:34";"2018-04-03 14:44:01";"2017-12-01 13:00:51";"C";"2018-04-03 14:44:01"
"75041731            ";"75041731";"";"1.19.1";"2";"1";"Orbit menta/4 past. 5.6g";"";"2018-03-16 12:52:43";"2018-04-08 17:11:38";"2014-05-17 16:25:08";"C";"2018-04-08 17:11:38"
"75041748            ";"75041748";"";"1.19.1";"2";"1";"Orbit menta polar 56g";"";"2018-03-16 12:52:43";"2018-04-07 14:46:48";"2014-05-24 21:46:13";"C";"2018-04-07 14:46:48"
"75041762            ";"75041762";"";"1.999";"1";"1";"Bubaloo Tamarindo Chile 5.1g";"";"2013-07-28 12:19:54";"2018-01-04 11:45:03";"2013-07-28 13:01:26";"C";"2018-01-04 11:45:03"
"75042660            ";"75042660";"";"1.1.20.1";"2";"555";"Leche Lala Entera 250ml.";"";"2018-01-16 10:25:17";"2018-03-25 09:29:49";"2015-08-19 12:05:22";"C";"2018-03-25 09:29:49"
"75043711            ";"75043711";"";"1.19.1";"1";"1";"bubbaloo fresa";"";"2015-12-19 14:36:20";"2018-01-16 19:27:18";"2013-01-03 18:45:30";"C";"2018-01-16 19:27:18"
"75043728            ";"75043728";"";"1.999";"1";"1";"bubalop menta";"";"2017-12-04 20:26:01";"2018-01-13 09:26:45";"2012-11-21 19:50:20";"C";"2018-01-13 09:26:45"
"75045623            ";"75045623";"";"1.19.1";"2";"1";"trident menta 4 past";"";"2016-05-22 14:56:19";"2018-02-20 15:59:31";"2013-09-27 11:24:27";"C";"2018-02-20 15:59:31"
"75046521            ";"75046521";"";"1.1.16.1";"7";"1";"lucky strike original 20pz";"";"2018-04-06 12:31:04";"2018-04-08 14:19:33";"2014-06-06 22:17:45";"C";"2018-04-08 14:19:33"
"75047092            ";"75047092";"";"1.1.16.1";"7";"1";"Delicados 8/24";"";"2018-01-26 10:54:32";"2018-01-28 19:11:53";"2014-05-09 00:09:06";"C";"2018-01-28 19:11:53"
"75048129            ";"75048129";"";"1.1.16.1";"7";"1";"Lucky Strike""Montana 20""";"";"2018-03-11 10:43:03";"2018-04-01 17:15:40";"2014-10-13 17:53:14";"C";"2018-04-01 17:15:40"
"75048136            ";"75048136";"";"1.1.16.1";"2";"1";"shots Montana 8/24";"";"2018-04-04 10:43:13";"2018-04-08 10:23:18";"2014-07-02 07:57:49";"C";"2018-04-08 10:23:18"
"75049256            ";"75049256";"";"1.1.6.1";"5";"1";"mi arroz blanco 12g";"";"2018-04-08 14:01:59";"2018-04-03 16:26:09";"2017-09-01 01:46:19";"C";"2018-04-08 15:05:03"
"75050450            ";"75050450";"";"1.1.16.1";"1";"1";"marlboro ruby fusion";"";"2018-04-06 12:31:04";"2018-04-02 19:29:33";"2015-10-31 23:12:37";"C";"2018-04-06 12:35:25"
"75051938            ";"75051938";"";"1.19.1";"2";"1";"bubbalo fresa 5.5g";"";"2015-07-07 22:14:30";"2018-01-16 17:43:07";"2015-07-07 23:41:43";"C";"2018-01-16 17:43:07"
"75052836            ";"75052836";"";"1.1.16.1";"7";"1";"pall mallx tokyo negro 20pz";"";"2018-04-06 12:31:04";"2018-04-06 21:53:37";"2015-10-30 22:26:10";"C";"2018-04-06 21:53:37"
"75053901            ";"75053901";"";"1.1.8.4";"2";"1";"Catsup Del monte 320g";"";"2018-01-28 15:02:10";"2018-04-01 20:06:56";"2016-04-13 10:36:33";"C";"2018-04-01 20:06:56"
"75056308            ";"75056308";"";"1.1.16.1";"2";"1";"Benson Cristal Violet";"";"2018-03-31 11:29:21";"2018-04-06 09:32:02";"2016-05-12 19:11:36";"C";"2018-04-06 09:32:02"
"75057886            ";"75057886";"";"1.1.16.1";"2";"1";"PALL MALL MIKOLOS";"";"2018-03-14 09:48:32";"2018-04-05 18:33:08";"2016-10-19 18:54:12";"C";"2018-04-05 18:33:08"
"75059514            ";"75059514";"";"1.1.16.1";"2";"235";"Benson Crystal Blue 20s";"";"2018-02-25 09:14:23";"2018-04-07 13:39:07";"2017-04-11 13:11:16";"C";"2018-04-07 13:39:07"
"7506105603229       ";"7506105603229";"";"1.999";"1";"1";"bubalop";"";"2018-03-25 11:21:10";"2018-04-07 16:11:49";"2012-10-20 21:47:00";"C";"2018-04-07 16:11:49"
"7506105604448       ";"7506105604448";"";"1.19.1";"3";"1437";"Trident Twist Menta Vainilla 17.1g";"";"2018-03-28 18:01:01";"2018-04-02 12:51:29";"2012-05-25 10:30:03";"C";"2018-04-02 12:51:29"
"75061425            ";"75061425";"";"1.1.16.1";"2";"1498";"Montana shots 14pz";"";"2018-04-05 10:35:02";"2018-04-08 16:34:50";"2017-07-28 10:15:01";"C";"2018-04-08 16:34:50"
"75061449            ";"75061449";"";"1.1.16.1";"2";"235";"Delicados 14s";"";"2018-03-03 11:30:23";"2018-03-10 19:42:55";"2017-05-02 13:16:43";"C";"2018-03-10 19:42:55"
"75061654            ";"75061654";"";"1.1.16.1";"2";"1498";"Pall Mall Aruba sunrise20";"";"2018-03-28 18:01:01";"2018-04-01 17:21:19";"2017-10-08 12:07:40";"C";"2018-04-01 17:21:19"
"7506174500207       ";"7506174500207";"";"1.19.2";"3";"805";"Snickers Bar 52.7g";"";"2018-03-19 21:23:19";"2018-04-07 16:26:34";"2012-05-25 10:30:03";"C";"2018-04-07 16:26:34"
"7506174500214       ";"7506174500214";"";"1.19.2";"2";"787";"MilkyWay 52.3g";"";"2018-03-19 21:23:19";"2018-04-08 18:10:32";"2012-05-25 10:30:03";"C";"2018-04-08 18:10:32"
"7506192500234       ";"7506192500234";"";"1.1.18.5";"2";"1";"Fruti max NARANJA";"";"2014-03-22 23:38:28";"2018-03-12 18:26:09";"2012-10-09 20:13:13";"C";"2018-03-12 18:26:09"
"7506192502580       ";"7506192502580";"";"1.1.21.4";"2";"1";"Acond. Keratina 370ml";"";"2017-08-28 14:19:16";"2018-02-23 21:04:02";"2017-08-28 14:22:37";"C";"2018-02-23 21:04:02"
"7506192502603       ";"7506192502603";"";"1.999";"1";"1";"savile miel 180ml";"";"2018-02-12 13:56:13";"2018-02-26 17:50:03";"2014-10-08 00:00:58";"C";"2018-02-26 17:50:03"
"7506192502610       ";"7506192502610";"";"1.999";"1";"1";"savile chile 180ml";"";"2018-03-26 15:50:58";"2018-03-11 21:13:07";"2014-10-08 00:00:12";"C";"2018-03-26 15:56:18"
"7506192503358       ";"7506192503358";"";"1.1.21.4";"2";"1";"Ego gel 200ml formen";"";"2018-03-12 15:17:34";"2018-04-04 18:20:43";"2014-03-04 12:47:20";"C";"2018-04-04 18:20:43"
"7506192503426       ";"7506192503426";"";"1.999";"1";"1";"savile keratina 180ml";"";"2018-03-12 15:17:34";"2018-03-22 16:37:10";"2014-10-07 23:59:14";"C";"2018-03-22 16:37:10"
"7506192503846       ";"7506192503846";"";"1.1.18.6";"2";"1";"fruti max jamaica 7g";"";"2018-02-23 16:57:49";"2018-03-05 17:14:44";"2014-04-23 00:07:59";"C";"2018-03-05 17:14:44"
"7506192503853       ";"7506192503853";"";"1.1.18.6";"2";"1";"fruti max limon 7g";"";"2018-04-01 15:27:27";"2018-04-04 14:17:07";"2014-04-23 00:05:32";"C";"2018-04-04 14:17:07"
"7506192503860       ";"7506192503860";"";"1.1.18.6";"2";"1";"fruti max mango 7g";"";"2018-04-01 15:27:27";"2018-04-08 11:22:55";"2014-04-23 00:06:36";"C";"2018-04-08 11:22:55"
"7506192503877       ";"7506192503877";"";"1.1.18.6";"2";"1";"fruti max uva 7g";"";"2018-04-01 15:27:27";"2018-04-07 14:02:20";"2014-04-23 00:09:20";"C";"2018-04-07 14:02:20"
"7506192503884       ";"7506192503884";"";"1.1.18.6";"5";"1";"frutimax horchara 7g";"";"2018-04-01 15:27:27";"2018-03-12 11:41:05";"2014-04-22 23:47:00";"C";"2018-04-01 17:10:35"
"7506192503891       ";"7506192503891";"";"1.1.18.6";"2";"1";"fruti max naranja 7g";"";"2018-04-01 15:27:27";"2018-03-30 19:08:03";"2014-04-23 00:04:38";"C";"2018-04-01 17:10:35"
"7506192504096       ";"7506192504096";"";"1.1.21.4";"2";"1";"crema para peiner savile chile 300ml";"";"2016-04-25 12:07:25";"2018-04-05 13:37:19";"2016-04-25 12:15:01";"C";"2018-04-05 13:37:19"
"7506192504416       ";"7506192504416";"";"1.999";"1";"1";"savile aceite aegan";"";"2018-03-26 15:50:58";"2018-03-28 18:22:05";"2015-04-09 23:03:53";"C";"2018-03-28 18:22:05"
"7506192505123       ";"7506192505123";"";"1.1.18.9";"9";"1";"Vive 100 verde 340ml.";"";"2018-03-26 15:50:58";"2018-04-08 10:14:08";"2015-05-11 17:39:11";"C";"2018-04-08 10:14:08"
"7506192505437       ";"7506192505437";"";"1.1.18.9";"2";"1";"Vive 100 lata 355ml";"";"2018-03-26 15:57:50";"2018-03-30 11:12:52";"2016-07-18 11:23:06";"C";"2018-03-30 11:12:52"
"7506192505475       ";"7506192505475";"";"1.1.21.4";"2";"1";"Sobre savile biotina 24 ml";"";"2018-03-26 15:50:58";"2018-03-20 21:38:17";"2017-12-18 14:15:41";"C";"2018-03-26 15:56:18"
"7506192505529       ";"7506192505529";"";"1.1.21.4";"2";"1";"Crema savi anti-esp biotina 300ml";"";"2017-06-19 13:59:25";"2018-03-12 20:10:43";"2017-06-19 14:43:02";"C";"2018-03-12 20:10:43"
"7506192505550       ";"7506192505550";"";"1.1.21.4";"9";"1";"shampoo biotina 180ml savile";"";"2018-03-26 15:50:58";"2018-03-20 21:37:54";"2016-05-10 00:25:06";"C";"2018-03-26 15:56:18"
"7506192505802       ";"7506192505802";"";"1.1.10.6";"2";"1";"Riko Pollo sobre 33g";"";"2018-03-12 15:17:34";"2018-04-08 15:25:38";"2017-03-13 11:55:52";"C";"2018-04-08 15:25:38"
"7506192505918       ";"7506192505918";"";"1.1.18.9";"2";"1";"VIVE 100 500ML";"";"2018-03-26 15:50:58";"2018-04-08 13:31:24";"2017-01-16 11:41:22";"C";"2018-04-08 13:31:24"
"7506192505956       ";"7506192505956";"";"1.1.21.4";"2";"1";"Crema savile biotina 100ml";"";"2018-01-15 13:53:03";"2018-03-08 09:57:30";"2017-07-17 13:14:07";"C";"2018-03-08 09:57:30"
"7506192506120       ";"7506192506120";"";"1.1.21.4";"2";"1";"Savile sham. Colageno 180ml";"";"2018-03-26 15:50:58";"2018-03-28 15:16:36";"2017-06-05 15:29:21";"C";"2018-03-28 15:16:36"
"7506192506137       ";"7506192506137";"";"1.1.21.4";"2";"1";"Savile colageno 24ml";"";"2018-03-26 15:50:58";"2018-04-06 18:17:07";"2017-08-14 14:38:46";"C";"2018-04-06 18:17:07"
